2024-12-07 03:09:30,572 - INFO - Logging setup complete. Logs will be saved to 'app.log' and displayed on the console.
2024-12-07 03:09:36,665 - INFO - Container 1fd2ef3aa7c2 restarted successfully on port 32783
2024-12-07 03:09:41,148 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:24:30,626 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:26:28,228 - ERROR - Error fetching logs: Missing end of comment tag
2024-12-07 03:26:28,384 - ERROR - Error fetching logs: Missing end of comment tag
2024-12-07 03:27:27,337 - ERROR - Error fetching logs: Missing end of comment tag
2024-12-07 03:29:00,412 - ERROR - Error fetching logs: Missing end of comment tag
2024-12-07 03:30:24,766 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:30:27,426 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:30:29,907 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:30:32,416 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:30:35,778 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:30:38,711 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:30:41,548 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:30:44,013 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:33:37,037 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:33:40,377 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:33:44,456 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:33:49,244 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:33:53,863 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:33:59,194 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:04,615 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:10,173 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:40,623 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:43,682 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:47,403 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:50,617 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:53,114 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:56,161 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:34:59,691 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:35:03,839 - INFO - Running Ansible playbook on hosts: {'container_1fd2ef3aa7c2': {'ansible_host': 'localhost', 'ansible_port': '32783', 'ansible_user': 'root', 'ansible_ssh_private_key_file': '/root/.ssh/docker_container_key', 'ansible_ssh_extra_args': '-o StrictHostKeyChecking=no'}}
2024-12-07 03:37:40,652 - INFO - Received SIGINT (Ctrl+C), cleaning up...
2024-12-07 03:37:40,971 - INFO - spawned container 1fd2ef3aa7c2 stopped
2024-12-07 03:37:40,972 - INFO - Cleanup complete.
